"","Sample_04","Sample_03","Sample_02","Sample_01"
"37",24660.7535669254,35596.2634476912,26249.9932872164,36644.7538231479
"38",3917.09661991863,6504.14444026148,4735.94583865409,2139.01163411809
"39",6885.48384640827,13648.9186902085,7835.17858879896,3273.30512578611
"40",2721.66574483131,4357.08973594619,3291.41823563807,1805.01900378164
"41",1.26237542511703,28.1068608638154,10.9161987800724,289.712863905627
"42",0,0,0,0
"43",0,0,0,0
"44",11563.5148938768,12791.7399258649,16274.5555188783,12573.8783954407
"45",2001.12821672331,44.363678692606,2597.27782518205,465.548791979046
"46",3196.80301239269,5957.2702573119,3424.68884522893,1530.30104428222
"47",38601.8820753494,53278.3411493181,48956.932199433,59669.1529868585
"48",41191.4045162576,49432.9593692903,41289.8162174183,59324.1793525638
"49",3394.04643526664,2046.45628011281,2744.37998992929,1212.21917225731
"50",28234.5871746926,31616.8346445,46485.7305058541,41778.3055011503
"51",440.968797378052,705.868762303366,1346.99674157354,2419.3980593803
"52",58592.7687966894,47551.9312522182,79703.7143827239,88679.7296008225
"53",0,0,0,3.86372849125701
"54",43519.4596977687,49838.5286894329,60022.749417308,68718.4015395539
"55",15.1209292667591,0,0,0
"56",0,9.52365764943485,0,6.59468483355876
"57",733.905938124749,1900.4998626061,894.04325370485,492.469807123699
"58",0,0,0,0
"59",209.536952027925,715.761826791797,94.9663859271281,1039.05948177796
"60",430.377222555972,333.060874194445,195.020072015795,640.887619450336
"61",339.193111177623,603.323427905428,267.464254722029,824.389558840864
"62",4.62513844405101,95.5006616709816,55.00437443168,850.708521068358
"63",2314.76501553404,8853.65438239981,4270.95306726791,3272.58031316635
"64",42042.9774530355,35798.9808697907,46623.502783764,42607.968462818
"65",17604.4146409486,3582.13296662718,18083.680283351,21466.2929390355
"66",27766.6639777515,11217.3650702683,36782.8735588844,29228.3638099857
"67",41004.6708995475,54805.9318608695,39836.5569806726,54530.1515731881
"68",26.0974672826282,138.203565633406,169.58199056843,1727.56783419765
"69",0,0,0,0
"70",0,4.77431995726363,0,25.6399732668723
"71",2125.07437775205,8103.47426352578,2048.78794808482,1875.19794547351
"72",25003.776972365,5596.56803168489,32097.2966707874,23205.2272745772
"73",7140.09467188503,6953.98508870589,5482.64921403976,15584.3436149078
"74",7.9225010277544,0,0,6.14133302615489
"75",0,0,0,0
"76",23489.914369569,6438.83337452366,27484.9216057712,27236.1266260787
"77",17.2073202861354,0,32.0601146453867,24.5142904488147
"78",4721.80351334967,17471.4560522775,4081.31862958071,2193.60500859512
"79",50146.6449825585,38578.5526438268,62525.5779437362,68776.4256723736
"80",59487.2208283796,47742.7234217718,88705.7297005526,84801.2019588656
"81",30545.5431613527,19871.3132768386,52671.5274312,46669.0252751168
"82",0,0,0,0
"83",0,0,0,0
"84",0,0,0,745.579411270374
"85",423.424660249272,530.30328177442,176.867968888841,1688.24806599091
"86",678.429438050832,497.579786051374,3030.96694677029,1931.74124593264
"87",432.149250265671,339.14246709762,253.036465008201,1382.16418970813
"88",549.384600763194,693.060121832899,328.190917441577,405.112047615927
"89",2751.34893500323,11674.2829093606,3008.88804968884,3096.70430605149
"90",0,0,0,0
"91",587.830120983495,5237.61271624483,511.756932012623,162.192139967004
"92",11176.0477356873,4387.41287530758,11238.3834715212,18288.1607407988
"93",42.8602244447822,356.774765170972,2715.01178844331,193.794695304564
"94",0,6.32006284827167,0,0
"95",0,37.2878350869205,0,0
"96",5842.94631869633,5363.66781983577,13365.5444377952,13694.2637642024
"97",10811.5425768969,52418.2665468978,16235.5588209959,10309.8372886958
"98",156.716018365094,2216.72153666376,205.562565667257,736.186054332776
"99",4799.78494337742,2975.08597687056,5079.85233168294,3079.82862087066
"100",1439.66582372948,543.150458067779,2171.61108272215,1671.10086447128
"101",18581.681321592,23670.4629434916,20877.0994049298,22421.5335580141
"102",22119.1745399003,31422.4694014359,26511.6073071374,31080.2729679758
"103",2817.99312322025,12523.8820183105,2507.96705293418,3622.62409618872
"104",40909.5148537551,49289.2336465946,61614.2119951669,58998.0895036619
"105",63680.6686503838,47353.0304513852,68780.414952335,85387.7422360374
"106",22.2161955029372,76.8531048402563,166.669353672709,75.8376810990539
"107",4292.18977367348,3454.72774579897,3315.89416751781,8630.2248249823
"108",10913.7678103883,31706.1626745918,10905.2733934743,13012.8293720911
"109",5523.01386519181,19123.2418557045,5937.01353310578,7129.7417400419
"110",0,0,0,1.24765272398615
"111",66888.4853841892,91827.3225584365,76050.282596649,86878.001095158
"112",3577.2578931401,19556.9146424715,3685.1503705605,3416.9634107666
"113",0,0,0,0
"114",0,0,0,0
"115",5162.40814295704,2913.17044374302,2225.6009831623,6325.90042602558
"116",34.9167685426682,0,0,0
"117",16279.116521087,1064.22552403332,19807.2998409119,14667.8327694389
"118",16.4160796381078,128.603177495266,850.588513669533,65.6154891257488
"119",1279.38043290332,2466.94155102217,3518.58071210143,7170.98819432447
"120",45386.3130895961,33149.6586846888,62458.1986210852,58225.8206750574
"121",32047.1443444465,42306.1380648061,39343.2865318588,55499.3155507063
"122",0,0,0,0
"123",4.47296938212246,0,0,0
"124",46809.6110496319,30817.7795385702,42338.0481972574,61740.505316082
"125",0,0,0,0
"126",2378.45116338893,7967.18209768161,1510.3782882633,3884.95163417333
"127",0,32.6262451086996,0,0
"128",1684.23876327214,928.683238896234,642.083677220086,2037.38635459281
"129",20.1095705240434,8.57773084793735,0,9.45193151134795
